,insurance_price,registration_year,model,type,gearbox,power,mileage,fuel,brand,damage,price
23947,,1977,andere,coupé,manual,75,60000,gasoline,seat,,455
41002,,1999,vectra,station wagon,manual,101,150000,,opel,1.0,455
47611,,1999,polo,small car,manual,60,150000,gasoline,volkswagen,1.0,455
73291,,1996,polo,small car,manual,60,150000,diesel,volkswagen,0.0,455
77023,,1991,polo,small car,,45,125000,gasoline,volkswagen,0.0,455
78213,,99,andere,bus,manual,133,150000,gasoline,mitsubishi,1.0,455
70326,,2,galant,station wagon,manual,133,150000,gasoline,mitsubishi,0.0,455
53864,,1996,escort,small car,manual,0,80000,gasoline,ford,,455
14134,,1996,civic,coupé,manual,90,150000,gasoline,honda,1.0,455
4921,,2000,micra,small car,manual,54,150000,gasoline,nissan,0.0,455
7258,,1999,polo,station wagon,auto,101,150000,gasoline,volkswagen,0.0,455
50996,,1996,golf,small car,manual,75,150000,gasoline,volkswagen,,455
7059,,1997,corsa,small car,auto,90,100000,gasoline,opel,0.0,455
93961,,1997,a3,limousine,manual,101,150000,gasoline,audi,1.0,455
4857,,2000,6_reihe,station wagon,manual,0,150000,,mazda,,455
89044,,0,corsa,limousine,manual,50,150000,gasoline,opel,0.0,455
35191,,2000,,,,0,100000,,sonstige_autos,,455
68003,,1999,polo,small car,manual,50,150000,gasoline,volkswagen,0.0,455
20992,,1995,,,manual,102,150000,,bmw,,455
79064,,1993,andere,limousine,manual,75,150000,gasoline,volkswagen,,455
34106,,1994,andere,,manual,124,150000,gasoline,nissan,1.0,455
78153,,1994,golf,,manual,66,150000,gasoline,volkswagen,1.0,455
65671,,1994,golf,limousine,auto,75,150000,gasoline,volkswagen,0.0,455
52022,,1995,golf,limousine,manual,90,150000,gasoline,volkswagen,0.0,455
92158,,1996,golf,small car,manual,116,150000,gasoline,volkswagen,1.0,455
27042,,95,polo,small car,manual,55,150000,gasoline,volkswagen,0.0,455
78303,,2003,golf,limousine,manual,75,150000,gasoline,volkswagen,1.0,455
97439,,1994,polo,small car,manual,45,150000,gasoline,volkswagen,,455
35402,,2000,lupo,,manual,0,150000,gasoline,volkswagen,1.0,455
13593,,1975,polo,small car,manual,1,150000,gasoline,volkswagen,0.0,455
28247,,1992,,station wagon,auto,134,150000,gasoline,audi,1.0,455
79824,,2016,,,manual,0,150000,gasoline,rover,0.0,455
80993,,1990,golf,,,0,150000,,volkswagen,,455
63371,,2000,andere,,manual,140,150000,gasoline,ford,,455
87587,,2016,corsa,,manual,0,90000,gasoline,opel,,455
60726,,97,5er,limousine,auto,170,150000,,bmw,1.0,455
25584,,2003,astra,station wagon,manual,80,150000,diesel,opel,1.0,455
88382,,1998,5er,station wagon,manual,173,150000,gasoline,bmw,1.0,455
30473,,1993,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,455
47764,,0,focus,station wagon,manual,116,150000,gasoline,ford,0.0,455
93928,,1996,golf,limousine,manual,101,150000,gasoline,volkswagen,,455
59638,,93,passat,station wagon,manual,115,150000,gasoline,volkswagen,,455
32334,,2003,andere,small car,manual,53,125000,gasoline,hyundai,1.0,455
71034,,1998,passat,station wagon,auto,101,150000,gasoline,volkswagen,0.0,455
8847,,1999,golf,limousine,manual,75,125000,gasoline,volkswagen,1.0,455
76647,,2001,andere,station wagon,manual,100,150000,gasoline,fiat,0.0,455
13182,,2001,,small car,manual,58,150000,gasoline,renault,,455
46952,,1996,polo,small car,auto,60,150000,,volkswagen,,455
89314,,2016,astra,,manual,0,125000,gasoline,opel,,455
84578,,1997,twingo,small car,manual,0,150000,gasoline,renault,1.0,455
23358,,1996,,limousine,manual,0,150000,gasoline,ford,,455
35424,,1997,carisma,limousine,manual,90,150000,gasoline,mitsubishi,,455
97623,,1996,corsa,small car,manual,45,150000,gasoline,opel,,455
41466,,1997,andere,station wagon,auto,146,150000,gasoline,ford,0.0,455
26479,,1994,golf,small car,manual,60,150000,gasoline,volkswagen,0.0,455
63852,,97,vectra,station wagon,,0,150000,gasoline,opel,0.0,455
77044,,2016,punto,,manual,60,150000,gasoline,fiat,,455
66613,,1998,polo,small car,manual,0,150000,gasoline,volkswagen,,455
68392,,1994,,station wagon,manual,71,150000,gasoline,opel,0.0,455
79743,,1999,civic,limousine,manual,116,150000,gasoline,honda,0.0,455
35514,,1996,escort,limousine,manual,90,125000,gasoline,ford,0.0,455
76628,,1996,astra,small car,manual,75,150000,gasoline,opel,0.0,455
34204,,1997,toledo,limousine,manual,101,150000,gasoline,seat,0.0,455
88883,,1996,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,455
27301,,1998,corsa,small car,manual,0,150000,gasoline,opel,0.0,455
3087,,1998,clio,small car,manual,75,150000,gasoline,renault,0.0,455
92006,,1999,2_reihe,small car,manual,59,150000,gasoline,peugeot,0.0,455
4776,,2016,golf,,manual,75,150000,,volkswagen,0.0,455
48052,,2000,,,,0,100000,,sonstige_autos,0.0,455
94598,,95,polo,small car,manual,45,150000,gasoline,volkswagen,0.0,455
31274,,1998,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,455
90351,,2002,laguna,station wagon,manual,150,5000,diesel,renault,1.0,455
47582,,2000,ibiza,small car,manual,60,150000,gasoline,seat,0.0,455
66268,,2000,a4,station wagon,manual,116,150000,diesel,audi,1.0,455
76923,,1999,omega,station wagon,auto,136,150000,gasoline,opel,1.0,455
11696,,1991,polo,small car,,0,150000,gasoline,volkswagen,,455
78671,,1994,passat,station wagon,manual,116,150000,gasoline,volkswagen,0.0,455
54849,,1998,corsa,small car,manual,55,100000,gasoline,opel,0.0,455
9888,,1994,80,limousine,manual,116,150000,,audi,,455
49611,,1995,golf,limousine,manual,90,150000,gasoline,volkswagen,0.0,455
33866,,95,,station wagon,auto,150,150000,gasoline,bmw,,455
81348,,99,focus,limousine,manual,90,150000,diesel,ford,0.0,455
58158,,1998,andere,bus,manual,60,150000,gasoline,ford,0.0,455
94958,,2016,c_klasse,,auto,170,150000,gasoline,mercedes_benz,,455
77052,,91,golf,limousine,manual,54,150000,gasoline,volkswagen,0.0,455
81187,,1994,golf,limousine,manual,60,150000,gasoline,volkswagen,0.0,455
33784,,2016,polo,,,0,150000,gasoline,volkswagen,,455
77564,,1997,golf,small car,manual,75,150000,gasoline,volkswagen,0.0,455
96699,,1996,6_reihe,limousine,manual,0,150000,,mazda,,455
52239,,1997,astra,convertible,manual,116,150000,gasoline,opel,1.0,455
70764,,2001,mondeo,station wagon,manual,116,150000,diesel,ford,0.0,455
41571,,2000,mondeo,station wagon,manual,90,150000,diesel,ford,0.0,455
13627,,1990,3er,limousine,manual,99,150000,gasoline,bmw,1.0,455
10322,,1997,twingo,small car,manual,54,150000,gasoline,renault,,455
90769,,1994,3_reihe,coupé,manual,87,100000,gasoline,mazda,,455
9928,,1995,corsa,small car,,0,150000,gasoline,opel,1.0,455
33831,,1999,move,bus,manual,42,150000,gasoline,daihatsu,,455
23028,,2016,r19,,manual,75,150000,gasoline,renault,0.0,455
37582,,2000,passat,,manual,101,150000,,volkswagen,,455
59679,,1996,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,455
32477,,2016,megane,,manual,90,150000,gasoline,renault,1.0,455
53779,,2000,vectra,station wagon,manual,100,150000,diesel,opel,,455
19492,,1998,fiesta,small car,manual,75,150000,gasoline,ford,1.0,455
95468,,2001,,small car,auto,82,125000,gasoline,mercedes_benz,0.0,455
32283,,1999,6_reihe,station wagon,manual,90,150000,gasoline,mazda,,455
20328,,1999,corsa,small car,manual,48,150000,gasoline,opel,,455
46336,,2003,golf,limousine,manual,75,150000,gasoline,volkswagen,1.0,455
7814,,1991,polo,coupé,manual,45,150000,gasoline,volkswagen,0.0,455
28426,,1996,andere,small car,manual,44,30000,gasoline,subaru,1.0,455
59653,,2016,combo,,manual,60,100000,diesel,opel,,455
40249,,1998,ibiza,small car,manual,60,80000,gasoline,seat,0.0,455
67562,,1991,golf,small car,manual,55,150000,gasoline,volkswagen,0.0,455
89023,,1992,andere,limousine,manual,105,100000,gasoline,ford,1.0,455
68723,,1993,polo,coupé,manual,55,100000,gasoline,volkswagen,0.0,455
10669,,2016,golf,,manual,66,60000,diesel,volkswagen,,455
74281,,2001,andere,station wagon,manual,103,150000,,fiat,,455
21778,,96,a6,limousine,manual,125,150000,gasoline,audi,0.0,455
70697,,1999,vectra,limousine,manual,0,150000,,opel,1.0,455
9711,,1995,andere,limousine,manual,110,150000,gasoline,volvo,,455
56823,,1997,a4,limousine,auto,150,150000,gasoline,audi,1.0,455
36013,,2001,focus,station wagon,manual,136,150000,gasoline,ford,0.0,455
11526,,2002,156,limousine,auto,166,150000,gasoline,alfa_romeo,,455
37122,,99,focus,station wagon,manual,0,150000,gasoline,ford,1.0,455
77573,,1999,,small car,manual,0,150000,gasoline,ford,0.0,455
58314,,1989,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,455
8316,,1997,twingo,small car,auto,55,150000,gasoline,renault,,455
89406,,1995,a4,limousine,manual,125,150000,gasoline,audi,0.0,455
93969,,1997,andere,small car,manual,60,150000,gasoline,peugeot,0.0,455
73506,,0,2_reihe,small car,manual,135,150000,gasoline,peugeot,0.0,455
23877,,2005,astra,,,0,5000,,opel,,455
41812,,2016,seicento,,manual,55,90000,gasoline,fiat,,455
39892,,2000,andere,bus,manual,83,150000,gasoline,mitsubishi,0.0,455
62258,,1997,polo,small car,manual,75,150000,gasoline,volkswagen,0.0,455
91207,,1999,corsa,small car,manual,54,150000,gasoline,opel,0.0,455
65872,,2001,corsa,small car,manual,75,150000,gasoline,opel,1.0,455
22014,,2000,andere,station wagon,manual,110,150000,diesel,fiat,0.0,455
39177,,1996,polo,small car,manual,45,150000,gasoline,volkswagen,0.0,455
96787,,1994,astra,small car,manual,60,150000,gasoline,opel,0.0,455
79723,,1999,sirion,small car,manual,0,150000,gasoline,daihatsu,0.0,455
92176,,1994,calibra,coupé,manual,125,150000,,opel,1.0,455
2382,,1,polo,small car,manual,60,60000,gasoline,volkswagen,1.0,455
44824,,1997,andere,coupé,manual,139,150000,gasoline,hyundai,1.0,455
62114,,1995,polo,small car,manual,75,150000,gasoline,volkswagen,,455
62107,,1999,v70,station wagon,manual,144,150000,gasoline,volvo,1.0,455
42322,,1998,astra,limousine,manual,136,150000,gasoline,opel,1.0,455
33959,,2000,focus,,,116,150000,gasoline,ford,1.0,455
71308,,97,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,455
69478,,2016,cordoba,,manual,75,150000,gasoline,seat,,455
88459,,1998,vectra,limousine,manual,101,150000,gasoline,opel,1.0,455
50948,,97,,small car,manual,65,150000,,opel,1.0,455
53898,,2016,escort,,manual,88,150000,gasoline,ford,1.0,455
32833,,1988,panda,small car,manual,44,150000,gasoline,fiat,1.0,455
39591,,1996,fiesta,small car,manual,75,80000,gasoline,ford,0.0,455
80347,,1999,megane,convertible,manual,100,150000,gasoline,renault,0.0,455
38193,,1996,1_reihe,small car,manual,45,150000,gasoline,peugeot,0.0,455
32661,,2000,vito,,,0,150000,,mercedes_benz,,455
77179,,1998,polo,small car,manual,60,150000,gasoline,volkswagen,,455
20304,,2001,ka,small car,manual,60,125000,,ford,,455
45146,,2001,2_reihe,small car,auto,75,150000,gasoline,peugeot,1.0,455
34141,,2016,polo,,manual,0,150000,,volkswagen,,455
3626,,92,galant,limousine,manual,90,150000,gasoline,mitsubishi,0.0,455
41421,,2000,andere,station wagon,manual,103,150000,gasoline,fiat,0.0,455
89542,,2000,matiz,small car,manual,0,125000,gasoline,daewoo,,455
20854,,1998,corsa,small car,manual,54,150000,,opel,0.0,455
80947,,1998,corsa,small car,auto,75,20000,gasoline,opel,1.0,455
36507,,1995,golf,small car,manual,75,150000,gasoline,volkswagen,1.0,455
22083,,1999,focus,limousine,,115,150000,gasoline,ford,,455
22334,,2002,twingo,small car,manual,75,125000,gasoline,renault,0.0,455
86326,,1998,corsa,small car,manual,45,150000,gasoline,opel,0.0,455
80298,,2016,astra,,manual,70,150000,gasoline,opel,0.0,455
90558,,1996,berlingo,limousine,manual,110,150000,gasoline,citroen,,455
699,,1996,andere,small car,manual,58,150000,gasoline,skoda,,455
81389,,1999,primera,limousine,manual,99,150000,gasoline,nissan,0.0,455
3556,,1993,500,small car,manual,39,150000,gasoline,fiat,0.0,455
11074,,1993,3er,limousine,manual,99,150000,gasoline,bmw,0.0,455
44697,,1997,micra,small car,manual,0,125000,,nissan,1.0,455
90271,,1997,mondeo,limousine,manual,170,150000,gasoline,ford,1.0,455
56113,,1999,twingo,small car,manual,56,150000,gasoline,renault,0.0,455
3317,,96,,limousine,manual,0,5000,,audi,1.0,455
68009,,1992,golf,limousine,manual,69,150000,gasoline,volkswagen,0.0,455
43026,,1998,polo,station wagon,manual,60,150000,gasoline,volkswagen,0.0,455
44984,,1987,90,limousine,manual,136,150000,gasoline,audi,0.0,455
37049,,1998,corsa,small car,manual,55,150000,gasoline,opel,,455
3027,,2001,2_reihe,small car,manual,75,150000,gasoline,peugeot,,455
44229,,1998,astra,limousine,,101,150000,,opel,,455
3892,,2000,,,manual,60,125000,,opel,0.0,455
74737,,1999,clio,small car,manual,75,150000,gasoline,renault,1.0,455
47212,,1997,andere,small car,manual,54,150000,gasoline,citroen,0.0,455
38046,,2000,v40,,manual,0,150000,gasoline,volvo,,455
90448,,1995,twingo,small car,manual,54,150000,gasoline,renault,0.0,455
69671,,2000,,,,0,5000,,mercedes_benz,,455
12729,,2001,golf,limousine,,0,150000,diesel,volkswagen,,455
35161,,2001,fiesta,small car,manual,60,90000,gasoline,ford,1.0,455
58177,,2016,focus,,manual,116,150000,gasoline,ford,,455
35262,,95,omega,limousine,auto,211,150000,gasoline,opel,1.0,455
39689,,1999,clio,small car,manual,58,150000,gasoline,renault,1.0,455
78331,,2015,transporter,,,0,5000,,volkswagen,,455
617,,1997,3er,station wagon,manual,116,150000,gasoline,bmw,0.0,455
35939,,2001,mondeo,limousine,manual,95,150000,gasoline,ford,0.0,455
19212,,1996,micra,small car,manual,54,125000,,nissan,0.0,455
85367,,1999,focus,station wagon,manual,116,150000,gasoline,ford,0.0,455
75413,,1998,a_klasse,limousine,manual,82,150000,gasoline,mercedes_benz,1.0,455
5571,,0,2_reihe,small car,manual,75,150000,gasoline,peugeot,1.0,455
81139,,2002,focus,station wagon,manual,90,150000,diesel,ford,1.0,455
11537,,2000,a3,,manual,125,150000,gasoline,audi,0.0,455
13257,,2000,3er,,manual,102,150000,gasoline,bmw,0.0,455
64249,,1999,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,455
81622,,1996,corsa,small car,manual,45,150000,gasoline,opel,0.0,455
13897,,1995,,limousine,manual,170,150000,,bmw,1.0,455
85173,,1995,corsa,small car,auto,60,125000,gasoline,opel,0.0,455
32367,,1997,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,455
37302,,1990,e_klasse,,,0,150000,,mercedes_benz,,455
22943,,1996,a4,station wagon,manual,150,150000,gasoline,audi,,455
1189,,1995,corsa,small car,manual,0,5000,gasoline,opel,,455
16609,,2016,polo,,manual,50,150000,gasoline,volkswagen,,455
58318,,1992,andere,limousine,manual,90,30000,gasoline,volkswagen,0.0,455
32757,,1999,3_reihe,station wagon,manual,88,150000,gasoline,peugeot,0.0,455
64081,,1999,carisma,limousine,manual,90,150000,gasoline,mitsubishi,1.0,455
47357,,1995,golf,limousine,manual,75,150000,gasoline,volkswagen,1.0,455
19448,,1997,,bus,manual,121,150000,gasoline,peugeot,,455
16138,,1992,,small car,manual,55,150000,gasoline,volkswagen,,455
19301,,1998,galaxy,bus,manual,145,150000,gasoline,ford,1.0,455
68582,,1996,corsa,small car,auto,0,125000,gasoline,opel,0.0,455
10688,,1997,astra,convertible,manual,75,150000,gasoline,opel,0.0,455
63424,,1996,,small car,manual,60,150000,gasoline,volkswagen,,455
47629,,1998,3_reihe,small car,manual,88,150000,diesel,mazda,1.0,455
89154,,1996,3er,limousine,auto,116,150000,gasoline,bmw,1.0,455
77359,,1992,100,limousine,manual,136,150000,gasoline,audi,,455
90943,,1998,golf,small car,manual,101,150000,gasoline,volkswagen,1.0,455
17648,,1999,golf,limousine,auto,101,125000,gasoline,volkswagen,0.0,455
1903,,1996,golf,limousine,manual,75,150000,gasoline,volkswagen,1.0,455
30308,,1998,fortwo,small car,auto,54,125000,gasoline,smart,1.0,455
4511,,2001,twingo,small car,manual,58,150000,gasoline,renault,1.0,455
71543,,1998,mondeo,station wagon,manual,90,150000,gasoline,ford,1.0,455
92911,,2000,clio,limousine,manual,82,150000,diesel,renault,0.0,455
94489,,1998,micra,small car,manual,54,150000,gasoline,nissan,,455
23026,,1999,megane,small car,manual,95,125000,gasoline,renault,,455
53707,,0,3_reihe,limousine,manual,75,150000,gasoline,peugeot,0.0,455
75701,,1998,laguna,station wagon,manual,139,150000,liquefied petroleum gas,renault,1.0,455
2889,,1996,micra,small car,manual,54,125000,gasoline,nissan,0.0,455
3393,,1999,arosa,small car,manual,50,125000,gasoline,seat,1.0,455
30988,,1996,golf,small car,manual,75,150000,gasoline,volkswagen,0.0,455
37552,,2000,twingo,small car,manual,53,150000,,renault,0.0,455
40231,,1998,twingo,small car,manual,0,150000,gasoline,renault,0.0,455
92294,,2000,,,,0,150000,gasoline,volkswagen,,455
74778,,1999,vectra,station wagon,manual,101,150000,gasoline,opel,0.0,455
34552,,1999,seicento,small car,manual,54,100000,gasoline,fiat,,455
3131,,1995,andere,coupé,manual,139,125000,gasoline,fiat,1.0,455
92089,,1997,polo,small car,manual,75,150000,gasoline,volkswagen,,455
37903,,1995,,small car,manual,50,150000,gasoline,fiat,0.0,455
36106,,1992,80,limousine,manual,90,150000,gasoline,audi,0.0,455
57039,,1996,golf,limousine,manual,90,150000,gasoline,volkswagen,1.0,455
61672,,2000,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,455
58143,,1995,civic,small car,manual,75,150000,gasoline,honda,0.0,455
64431,,1998,golf,station wagon,manual,90,150000,diesel,volkswagen,1.0,455
29696,,1997,astra,station wagon,manual,75,150000,gasoline,opel,1.0,455
9173,,1997,punto,limousine,manual,60,150000,gasoline,fiat,0.0,455
27867,,4,ibiza,small car,manual,64,150000,diesel,seat,1.0,455
62372,,1998,twingo,small car,manual,58,150000,,renault,0.0,455
3207,,1988,601,limousine,manual,0,150000,gasoline,trabant,1.0,455
23923,,1999,zafira,bus,auto,0,150000,gasoline,opel,,455
43002,,2016,corsa,,,0,150000,,opel,,455
73298,,2001,agila,small car,manual,0,150000,gasoline,opel,1.0,455
47871,,2000,a_klasse,limousine,manual,90,150000,diesel,mercedes_benz,1.0,455
49558,,2000,clio,small car,,0,150000,gasoline,renault,,455
90718,,1994,andere,limousine,manual,90,150000,gasoline,volkswagen,1.0,455
63213,,2001,justy,small car,manual,86,150000,gasoline,subaru,,455
91592,,1992,3er,limousine,manual,99,125000,gasoline,bmw,0.0,455
15819,,2000,punto,small car,manual,60,150000,gasoline,fiat,0.0,455
94018,,93,passat,station wagon,manual,90,150000,gasoline,volkswagen,0.0,455
83272,,1997,,station wagon,auto,150,150000,diesel,mercedes_benz,0.0,455
7099,,0,punto,,,0,125000,,fiat,,455
91078,,2001,focus,station wagon,manual,100,150000,gasoline,ford,,455
23384,,1996,golf,small car,manual,60,150000,,volkswagen,,455
79236,,1998,twingo,small car,manual,58,150000,gasoline,renault,1.0,455
64698,,2000,andere,,manual,125,5000,gasoline,ford,,455
91162,,1995,golf,small car,manual,60,150000,gasoline,volkswagen,,455
33408,,1995,polo,small car,manual,54,150000,,volkswagen,1.0,455
71839,,1995,andere,bus,manual,121,150000,gasoline,fiat,,455
92127,,2000,a3,,manual,101,150000,gasoline,audi,1.0,455
96768,,1994,3er,limousine,manual,102,150000,gasoline,bmw,0.0,455
77476,,2000,e_klasse,station wagon,auto,143,150000,diesel,mercedes_benz,0.0,455
10724,,1993,,small car,manual,75,150000,gasoline,toyota,,455
79252,,3,andere,bus,manual,102,150000,,mitsubishi,1.0,455
69446,,1997,3er,station wagon,manual,102,150000,gasoline,bmw,0.0,455
27799,,1999,focus,limousine,manual,115,150000,gasoline,ford,1.0,455
71167,,2000,punto,small car,manual,44,125000,gasoline,fiat,0.0,455
51043,,1997,corsa,small car,manual,60,150000,gasoline,opel,0.0,455
75619,,1997,,small car,manual,60,150000,gasoline,volkswagen,,455
98086,,2001,astra,station wagon,manual,75,150000,gasoline,opel,,455
75457,,1990,passat,station wagon,manual,90,150000,gasoline,volkswagen,,455
85357,,1997,polo,small car,manual,66,150000,liquefied petroleum gas,volkswagen,0.0,455
34532,,2000,a6,station wagon,auto,150,150000,diesel,audi,0.0,455
75239,,2003,justy,small car,manual,86,100000,gasoline,subaru,1.0,455
33087,,1997,corsa,small car,manual,60,150000,,opel,0.0,455
95307,,2000,megane,convertible,,0,150000,gasoline,renault,,455
59298,,1998,,limousine,manual,60,150000,gasoline,volkswagen,1.0,455
1211,,97,a4,limousine,manual,110,150000,diesel,audi,,455
97386,,1996,vectra,limousine,auto,115,150000,gasoline,opel,,455
16993,,1997,civic,limousine,manual,90,150000,gasoline,honda,,455
76683,,1999,toledo,limousine,manual,150,150000,gasoline,seat,0.0,455
93852,,1999,a_klasse,limousine,auto,102,150000,gasoline,mercedes_benz,0.0,455
79554,,1997,clio,small car,manual,60,150000,gasoline,renault,0.0,455
85368,,1999,andere,small car,manual,54,150000,gasoline,hyundai,0.0,455
25648,,1996,andere,small car,manual,60,125000,gasoline,kia,,455
96562,,1997,vectra,station wagon,manual,90,150000,gasoline,opel,1.0,455
25814,,1997,astra,limousine,manual,75,150000,gasoline,opel,0.0,455
53098,,1995,fiesta,small car,manual,50,150000,gasoline,ford,0.0,455
36243,,1999,golf,station wagon,manual,90,150000,diesel,volkswagen,,455
69994,,2000,twingo,,,0,150000,,renault,,455
4316,,1997,fiesta,small car,manual,60,90000,gasoline,ford,0.0,455
59768,,1996,golf,convertible,manual,90,150000,gasoline,volkswagen,0.0,455
82804,,1996,polo,small car,manual,75,150000,gasoline,volkswagen,1.0,455
58978,,2016,polo,,manual,0,150000,gasoline,volkswagen,0.0,455
65809,,1997,corsa,small car,,60,150000,,opel,,455
10992,,1996,cordoba,limousine,manual,60,150000,gasoline,seat,0.0,455
882,,0,punto,small car,,80,150000,gasoline,fiat,0.0,455
41053,,1993,polo,small car,manual,45,150000,gasoline,volkswagen,0.0,455
72333,,1989,golf,small car,manual,54,150000,gasoline,volkswagen,0.0,455
82157,,2016,polo,,manual,75,150000,,volkswagen,,455
55661,,97,combo,station wagon,manual,60,80000,gasoline,opel,0.0,455
94383,,2001,megane,station wagon,manual,90,150000,gasoline,renault,1.0,455
95154,,1997,micra,small car,manual,54,150000,gasoline,nissan,1.0,455
30023,,1998,corsa,small car,manual,60,150000,gasoline,opel,0.0,455
63996,,1994,astra,convertible,,0,5000,,opel,,455
75631,,1998,,limousine,manual,125,150000,,mercedes_benz,0.0,455
65367,,1991,80,limousine,manual,116,150000,gasoline,audi,0.0,455
55759,,2016,cordoba,,,0,150000,gasoline,seat,0.0,455
46257,,1996,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,455
31421,,1999,vectra,limousine,manual,101,150000,gasoline,opel,0.0,455
87909,,1999,3er,small car,manual,105,150000,gasoline,bmw,0.0,455
24172,,1998,a_klasse,small car,manual,82,150000,gasoline,mercedes_benz,1.0,455
43844,,1991,80,limousine,manual,90,150000,gasoline,audi,0.0,455
88304,,1995,passat,station wagon,manual,85,150000,gasoline,volkswagen,,455
24282,,1996,3er,station wagon,manual,90,150000,diesel,bmw,1.0,455
30662,,2003,berlingo,other,manual,51,150000,diesel,citroen,0.0,455
46753,,1998,fiesta,small car,manual,75,150000,gasoline,ford,0.0,455
57896,,1997,3er,station wagon,manual,116,150000,gasoline,bmw,,455
93862,,1997,astra,small car,manual,75,150000,gasoline,opel,1.0,455
98491,,1999,a_klasse,limousine,auto,82,150000,gasoline,mercedes_benz,1.0,455
83321,,2000,clio,small car,,0,150000,gasoline,renault,,455
6559,,1994,andere,bus,auto,147,150000,gasoline,ford,1.0,455
27731,,1993,golf,limousine,auto,75,100000,gasoline,volkswagen,0.0,455
57883,,2016,agila,,manual,0,150000,,opel,1.0,455
26067,,1999,corsa,small car,manual,54,90000,gasoline,opel,1.0,455
64266,,2001,rio,station wagon,manual,98,150000,gasoline,kia,,455
13776,,1994,80,limousine,manual,105,150000,gasoline,audi,1.0,455
4013,,1996,1_reihe,small car,manual,45,150000,gasoline,peugeot,0.0,455
51487,,1995,80,station wagon,manual,116,150000,gasoline,audi,1.0,455
